_id,MSC,ZAWODNIK,KLUB,SREDNIA,%POJ,PKT,BON,BIEGI,SST,SDY,DYSTBILANS,P3,P2,P1,P0,D,W,U,T,PROCZW,STARTPLUS,STARTMINUS,DYSTPLUS,DYSTMINUS,STARTBILANS,TORA,TORB,TORC,TORD,DOM,WYJAZD,mecze,id,SGP 1997 status,numer SGP 1997,wychowanek
66f074d494e23727cab05acc,56,Josh Pickering,Gdańsk,1.7777777777777777,0.5185185185185185,46,2,27,0.47058823529411764,0.1111111111111111,2,7,8,9,3,0,0,0,0,0.25925925925925924,16,18,2,0,-2,2.3333333333333335,2,1.5,1.4285714285714286,1.6363636363636365,1.875,5,3495,,,
66f074d494e23727cab05acd,57,Oskar Polis,Łódź,1.368421052631579,0.39473684210526316,24,2,19,0.47368421052631576,-0.16666666666666666,-3,3,5,5,6,1,0,0,0,0.15789473684210525,18,20,4,7,-2,2,1,1.75,0.8,1.2222222222222223,1.5,4,3147,,,
66f074d494e23727cab05ace,58,Franciszek Majewski,Rzeszów,1.2083333333333333,0.3958333333333333,24,5,24,0.3023255813953488,0.1,3,3,4,7,10,1,0,0,0,0.125,13,30,5,2,-17,0.7142857142857143,1,2.1666666666666665,1,1.1666666666666667,1.25,6,3662,,,Kolejarz Rawicz
66f074d494e23727cab05acf,59,Mateusz Tonder,Gdańsk,1.1481481481481481,0.35185185185185186,27,4,27,0.37037037037037035,-0.05,-1,4,5,5,13,0,0,0,0,0.14814814814814814,20,34,0,1,-14,2.2,0.5,1,1.4,1.2222222222222223,1.1111111111111112,8,3253,,,
66f074d494e23727cab05ad0,60,Bartosz Curzytek,Bydgoszcz,0.9090909090909091,0.27906976744186046,16,4,22,0.3,-0.16666666666666666,-2,1,3,7,11,0,1,1,0,0.045454545454545456,12,28,0,2,-16,0.8,0.75,1.25,0.6,1.1333333333333333,0.42857142857142855,4,3510,,,Stal Rzeszów
66f074d494e23727cab05ad1,61,Kacper Tkocz,Rybnik,0.7941176470588235,0.25757575757575757,21,6,34,0.2545454545454545,-0.21428571428571427,-3,2,4,7,21,1,2,1,0,0.058823529411764705,14,41,3,6,-27,1.125,0.5,0.8,0.8571428571428571,0.7894736842105263,0.8,13,3583,,,ROW Rybnik
66f074d494e23727cab05ad2,62,Hubert Gąsior,Bydgoszcz,0.75,0.25,2,1,4,0.25,0.0,0,0,1,0,3,0,0,0,0,0.0,2,6,0,0,-4,0,,3,0,0.75,,1,3569,,,Polonia Bydgoszcz
66f074d494e23727cab05ad3,63,Tobiasz Potasznik,Ostrów,0.6875,0.21875,9,2,16,0.28125,-0.2222222222222222,-2,1,2,2,11,0,0,2,0,0.0625,9,23,0,2,-14,1,0,1.2,0,0.7333333333333333,0,7,,,,Arged Malesa Ostrów
66f074d494e23727cab05ad4,64,Gracjan Szostak,Ostrów,0.6111111111111112,0.2222222222222222,19,3,36,0.13432835820895522,0.05172413793103448,3,1,5,6,24,0,0,0,0,0.027777777777777776,9,58,3,0,-49,1,1.1428571428571428,0.2727272727272727,0.36363636363636365,1.1428571428571428,0.2727272727272727,14,,,,Arged Malesa Ostrów
66f074d494e23727cab05ad5,65,Jakub Poczta,Rzeszów,0.6,0.16666666666666666,8,1,15,0.25,-0.5714285714285714,-4,0,2,4,9,0,0,0,0,0.0,7,21,0,4,-14,1.6666666666666667,0,0.8,0,0.75,0.5454545454545454,6,3524,,,Arged Malesa Ostrów
