_id,MSC,ZAWODNIK,KLUB,SREDNIA,%POJ,PKT,BON,BIEGI,SST,SDY,DYSTBILANS,P3,P2,P1,P0,D,W,U,T,PROCZW,STARTPLUS,STARTMINUS,DYSTPLUS,DYSTMINUS,STARTBILANS,TORA,TORB,TORC,TORD,DOM,WYJAZD,mecze,id,SGP 1997 status,numer SGP 1997,wychowanek
67045bb897369b27a86be3c5,37,Oskar Fajfer,Gorzów,1.3857142857142857,0.41007194244604317,85,12,70,0.46564885496183206,-0.11475409836065574,-7,8,21,19,22,0,2,0,1,0.11428571428571428,61,70,16,23,-9,1.8888888888888888,1.3333333333333333,0.5384615384615384,1.5,1.5384615384615385,1.2954545454545454,16,161,,,
67045bb897369b27a86be3c6,38,Keynan Rew,Leszno,1.3461538461538463,0.375,65,5,52,0.4158415841584158,-0.11904761904761904,-5,5,12,26,9,0,0,1,0,0.09615384615384616,42,59,14,19,-17,1.75,0.9166666666666666,1.3846153846153846,1.3333333333333333,1.2608695652173914,1.4137931034482758,14,3478,,,
67045bb897369b27a86be3c7,39,Bartosz Smektała,Leszno,1.3414634146341464,0.32926829268292684,48,7,41,0.3875,-0.0967741935483871,-3,5,9,15,12,0,1,0,0,0.12195121951219512,31,49,8,11,-18,1.4444444444444444,1.0909090909090908,1.0909090909090908,1.8,1.4736842105263157,1.2272727272727273,10,115,,,
67045bb897369b27a86be3c8,40,Kacper Łobodziński,Grudziądz,1.3061224489795917,0.37755102040816324,54,10,49,0.46808510638297873,-0.22727272727272727,-10,9,5,17,18,0,0,1,1,0.1836734693877551,44,50,4,14,-6,0.7777777777777778,1.25,1.0833333333333333,2,1.3461538461538463,1.2608695652173914,15,3537,,,GKM Grudziądz
67045bb897369b27a86be3c9,41,Jan Kvech,Zielona Góra,1.22,0.37,55,6,50,0.4842105263157895,-0.2391304347826087,-11,8,12,7,23,1,1,0,0,0.16,46,49,10,21,-3,1.5,0.7272727272727273,1.2307692307692308,1.3333333333333333,1.2962962962962963,1.1304347826086956,14,3473,,,
67045bb897369b27a86be3ca,42,Nazar Parnitskyi,Leszno,1.2,0.36666666666666664,33,3,30,0.423728813559322,-0.16,-4,6,4,7,13,0,0,0,0,0.2,25,34,8,12,-9,0.9,1.5,2,0.75,1.4615384615384615,1,9,3672,,,
67045bb897369b27a86be3cb,43,Jakub Krawczyk,Wrocław,1.1666666666666667,0.3560606060606061,69,8,66,0.3888888888888889,-0.04081632653061224,-2,12,9,15,30,2,1,0,1,0.18181818181818182,49,77,13,15,-28,1.5714285714285714,0.9473684210526315,0.9230769230769231,1.0769230769230769,1.4848484848484849,0.8484848484848485,19,3526,,,Arged Malesa Ostrów
67045bb897369b27a86be3cc,44,Bartosz Bańbor,Lublin,1.109375,0.3828125,55,16,64,0.47107438016528924,-0.24561403508771928,-14,4,12,19,29,1,1,0,0,0.0625,57,64,5,19,-7,1.1111111111111112,1.25,1,1.1176470588235294,1.2727272727272727,0.9354838709677419,20,3659,,,Lambda Rzeszów
67045bb897369b27a86be3cd,45,Wiktor Lampart,Toruń,1.1071428571428572,0.3153153153153153,50,12,56,0.47706422018348627,-0.34615384615384615,-18,3,12,17,24,0,0,0,1,0.05357142857142857,52,57,2,20,-5,1.3571428571428572,1.1875,0.7142857142857143,1.1666666666666667,1.2258064516129032,0.96,15,3275,,,
67045bb897369b27a86be3ce,46,Krzysztof Lewandowski,Toruń,1.0588235294117647,0.2846715328467153,56,16,68,0.2824427480916031,-0.13513513513513514,-5,5,9,23,31,0,0,0,0,0.07352941176470588,37,94,7,12,-57,1.380952380952381,1.4285714285714286,0.26666666666666666,0.8181818181818182,1.4375,0.7222222222222222,20,3561,,,Apator Toruń
67045bb897369b27a86be3cf,47,Kevin Małkiewicz,Grudziądz,1.0425531914893618,0.3118279569892473,44,5,47,0.32558139534883723,-0.14285714285714285,-4,4,10,12,21,2,2,0,0,0.0851063829787234,28,58,2,6,-30,1.2307692307692308,0.9166666666666666,0.5,1.4166666666666667,1.3703703703703705,0.6,15,3863,,,GKM Grudziądz
67045bb897369b27a86be3d0,48,Krzysztof Sadurski,Zielona Góra,1.0,0.32608695652173914,40,6,46,0.3411764705882353,-0.13793103448275862,-4,4,6,16,20,1,0,0,0,0.08695652173913043,29,56,4,8,-27,1.2,1.2857142857142858,0.5,0.6363636363636364,0.9130434782608695,1.0869565217391304,15,759,,,Unia Leszno
67045bb897369b27a86be3d1,49,Jakub Stojanowski,Gorzów,0.9464285714285714,0.3063063063063063,40,13,56,0.30303030303030304,0.014492753623188406,1,3,6,19,28,1,5,0,0,0.05357142857142857,30,69,13,12,-39,1.0714285714285714,0.9285714285714286,1.25,0.625,0.8888888888888888,1,19,3538,,,Stal Rzeszów
67045bb897369b27a86be3d2,50,Oskar Hurysz,Zielona Góra,0.8979591836734694,0.27835051546391754,39,5,49,0.2413793103448276,-0.047619047619047616,-1,5,6,12,26,1,2,0,0,0.10204081632653061,21,66,5,6,-45,0.75,0.6428571428571429,0.7647058823529411,1.3571428571428572,1.103448275862069,0.6,15,3601,,,Start Gniezno
67045bb897369b27a86be3d3,51,Antoni Mencel,Leszno,0.85,0.25,28,6,40,0.36363636363636365,-0.32142857142857145,-9,4,3,10,23,1,1,0,0,0.1,28,49,2,11,-21,0.9,0.9,0.75,0.875,1.0526315789473684,0.6666666666666666,14,3615,,,Unia Leszno
67045bb897369b27a86be3d4,52,Marcel Kowolik,Wrocław,0.8431372549019608,0.2647058823529412,36,7,51,0.3958333333333333,-0.2894736842105263,-11,6,4,10,31,1,1,0,1,0.11764705882352941,38,58,7,18,-20,0.8181818181818182,0.625,0.9411764705882353,0.8666666666666667,1.0666666666666667,0.5238095238095238,17,,,,Sparta Wrocław
67045bb897369b27a86be3d5,53,Kacper Pludra,Grudziądz,0.7073170731707317,0.2222222222222222,21,8,41,0.23684210526315788,-0.1111111111111111,-2,0,3,15,23,0,1,1,0,0.0,18,58,7,9,-40,1.3,0.6363636363636364,0.25,0.75,0.84,0.5,15,3474,,,Unia Leszno
67045bb897369b27a86be3d6,54,Kajetan Kupiec,Częstochowa,0.7,0.18333333333333332,19,2,30,0.3018867924528302,-0.25,-4,2,2,9,17,1,1,2,0,0.06666666666666667,16,37,3,7,-21,0.8888888888888888,1,0,0.5714285714285714,0.6428571428571429,0.75,10,3598,,,Włókniarz Częstochowa
67045bb897369b27a86be3d7,55,Antoni Kawczyński,Toruń,0.5681818181818182,0.1839080459770115,24,1,44,0.2345679012345679,-0.2631578947368421,-5,3,2,11,28,1,1,2,0,0.06818181818181818,19,62,2,7,-43,0.2,0.5,0.8461538461538461,0.6,0.6923076923076923,0.3888888888888889,15,,,,Apator Toruń
67045bb897369b27a86be3d8,56,Jason Doyle,Grudziądz,1.55,0.45,28,3,20,0.40540540540540543,0.0,0,3,7,5,5,0,1,0,0,0.15,15,22,5,5,-7,1.3333333333333333,1.25,2,1.7142857142857142,2.090909090909091,0.8888888888888888,4,69,,,
67045bb897369b27a86be3d9,57,Tai Woffinden,Wrocław,1.394736842105263,0.4342105263157895,51,2,38,0.4864864864864865,-0.1388888888888889,-5,8,9,9,12,1,0,0,0,0.21052631578947367,36,38,3,8,-2,1.9,1.2222222222222223,1,1.4,1.6666666666666667,1.0588235294117647,9,108,,,
67045bb897369b27a86be3da,58,Damian Ratajczak,Leszno,1.32,0.44,31,2,25,0.40425531914893614,0.03571428571428571,1,5,3,10,7,0,1,0,0,0.2,19,28,8,7,-9,2,0.875,2.2,0.5,1.6428571428571428,0.9090909090909091,7,3563,,,Unia Leszno
67045bb897369b27a86be3db,59,Mikkel Andersen,Wrocław,1.1428571428571428,0.35714285714285715,6,2,7,0.3076923076923077,0.0,0,0,3,0,4,0,0,0,0,0.0,4,9,1,1,-5,,1,1,2,1,1.25,2,,,,
67045bb897369b27a86be3dc,60,Anders Rowe,Toruń,1.0,0.36363636363636365,10,1,11,0.19047619047619047,0.17647058823529413,3,1,1,5,4,0,0,0,0,0.09090909090909091,4,17,3,0,-13,2,1,0,0.8,2,0.42857142857142855,4,3529,,,
67045bb897369b27a86be3dd,61,Michał Curzytek,Zielona Góra,0.8666666666666667,0.23333333333333334,11,2,15,0.2962962962962963,-0.25,-2,0,3,5,7,0,0,1,0,0.0,8,19,1,3,-11,1.3333333333333333,1,0,0.3333333333333333,0.5,0.9230769230769231,6,3460,,,Stal Rzeszów
67045bb897369b27a86be3de,63,Mateusz Affelt,Toruń,0.7222222222222222,0.2222222222222222,11,2,18,0.2222222222222222,0.0,0,1,4,0,13,0,0,0,0,0.05555555555555555,8,28,2,2,-20,0.75,0,0.8333333333333334,0.8333333333333334,1.1,0.25,8,3621,,,Apator Toruń
67045bb897369b27a86be3df,64,Szymon Ludwiczak,Częstochowa,0.72,0.24,16,2,25,0.2558139534883721,-0.18181818181818182,-2,2,2,6,15,1,1,0,0,0.08,11,32,1,3,-21,1.1666666666666667,0.42857142857142855,0.8571428571428571,0.4,1,0.2222222222222222,8,,,,Włókniarz Częstochowa
67045bb897369b27a86be3e0,62,Hubert Jabłoński,Leszno,0.8260869565217391,0.2391304347826087,16,3,23,0.25,0.0,0,1,4,5,13,0,0,0,1,0.043478260869565216,11,33,1,1,-22,0.6,1.2,1,0.5714285714285714,1.0909090909090908,0.5833333333333334,8,3612,,,Unia Leszno
67045bb897369b27a86be3e1,65,Adam Bednar,Gorzów,0.7142857142857143,0.2857142857142857,5,0,7,0.42857142857142855,-0.3333333333333333,-2,1,0,2,4,0,0,0,0,0.14285714285714285,6,8,0,2,-2,3,0.5,0.5,0,0.7142857142857143,,2,,,,
67045bb897369b27a86be3e2,66,Mateusz Łopuski,Zielona Góra,0.6666666666666666,0.0,2,0,3,0.0,0.0,0,0,0,2,1,0,0,0,0,0.0,0,6,0,0,-6,1,,0,1,,0.6666666666666666,1,,,,Wybrzeże Gdańsk
67045bb897369b27a86be3e3,67,Nikodem Mikołajczyk,Wrocław,0.6153846153846154,0.15384615384615385,5,3,13,0.16666666666666666,0.0,0,0,1,3,9,0,1,0,0,0.0,4,20,0,0,-16,0,0.4,0.3333333333333333,1.6666666666666667,0.8333333333333334,0.42857142857142855,5,,,,Sparta Wrocław
67045bb897369b27a86be3e4,69,William Drejer,Wrocław,0.5,0.0,1,0,2,0.0,0.0,0,0,0,1,1,0,0,0,0,0.0,0,4,0,0,-4,1,,,0,,0.5,1,3652,,,
67045bb897369b27a86be3e5,68,Francis Gusts,Wrocław,0.6071428571428571,0.17857142857142858,15,2,28,0.23636363636363636,-0.3076923076923077,-4,2,1,7,18,0,0,0,0,0.07142857142857142,13,42,0,4,-29,1,0.9,0.42857142857142855,0.14285714285714285,0.09090909090909091,0.9411764705882353,10,3525,,,
67045bb897369b27a86be3e6,70,Kacper Halkiewicz,Częstochowa,0.47368421052631576,0.13157894736842105,7,2,19,0.21052631578947367,-0.375,-3,0,2,3,14,0,0,0,0,0.0,8,30,0,3,-22,0.75,0.25,0.42857142857142855,0.5,1,0,8,3661,,,Włókniarz Częstochowa
67045bb897369b27a86be3e7,72,Kacper Andrzejewski,Wrocław,0.3333333333333333,0.0,1,0,3,0.0,0.0,0,0,0,1,2,0,0,0,0,0.0,0,6,0,0,-6,,0,0.5,,,0.3333333333333333,1,3669,,,Sparta Wrocław
67045bb897369b27a86be3e8,71,Bartosz Śmigielski,Częstochowa,0.3333333333333333,0.125,4,0,12,0.10526315789473684,0.0,0,1,0,1,10,0,1,2,1,0.08333333333333333,2,17,0,0,-15,1.5,0,0.25,0,1,0.1111111111111111,6,3851,,,Włókniarz Częstochowa
67045bb897369b27a86be3e9,73,Kacper Rychliński,Zielona Góra,0.3333333333333333,0.16666666666666666,1,0,3,0.0,0.0,0,0,0,1,2,0,0,0,0,0.0,0,6,0,0,-6,1,0,,0,,0.3333333333333333,1,3665,,,Falubaz Zielona Góra
67045bb897369b27a86be3ea,74,Nicolai Heiselberg,Toruń,0.0,0.0,0,0,6,0.0,0.0,0,0,0,0,6,0,0,0,0,0.0,0,12,0,0,-12,0,0,0,0,0,0,3,3679,,,
67045bb897369b27a86be3eb,76,Mathias Pollestad,Gorzów,0.0,0.0,0,0,3,0.0,0.0,0,0,0,0,3,0,0,0,0,0.0,0,6,0,0,-6,,0,0,0,0,,1,3602,,,
67045bb897369b27a86be3ec,75,Bartosz Jaworski,Lublin,0.0,0.0,0,0,4,0.125,-1.0,-1,0,0,0,4,0,0,0,0,0.0,1,7,0,1,-6,0,0,0,,0,0,4,3865,,,Motor Lublin
