_id,MSC,ZAWODNIK,KLUB,SREDNIA,PKT,BON,BIEGI,P3,P2,P1,P0,D,W,U,T,ZW,DOM,WYJAZD,TORA,TORB,TORC,TORD
5ab816a20b3a2dd84a0c36d6,33,Andreas Jonsson,Rybnik,1.569230769,96,6,65,12,18,24,11,0,0,1,1,0.184615385,1.666666667,1.485714286,1.928571429,1.277777778,1.764705882,1.375
5ab816a20b3a2dd84a0c36d7,34,Krystian Pieszczek,Zielona Góra,1.565789474,111,8,76,22,13,19,22,2,2,1,0,0.289473684,1.388888889,1.725,1.807692308,1.857142857,1,1.307692308
5ab816a20b3a2dd84a0c36d8,36,Peter Kildemand,Leszno,1.403846154,65,8,52,9,11,16,16,0,4,1,0,0.173076923,1.461538462,1.346153846,1.538461538,1.076923077,1.692307692,1.307692308
5ab816a20b3a2dd84a0c36d9,37,Tobiasz Musielak,Leszno,1.326923077,55,14,52,4,12,19,17,0,4,0,1,0.076923077,1.821428571,0.75,1.285714286,1.166666667,1.357142857,1.5
5ab816a20b3a2dd84a0c36da,35,Andriy Karpov,Zielona Góra,1.452380952,100,22,84,8,25,26,25,3,0,0,1,0.095238095,1.790697674,1.097560976,2.260869565,0.947368421,1.380952381,1.095238095
5ab816a20b3a2dd84a0c36db,38,Szymon Woźniak,Wrocław,1.323529412,75,15,68,5,17,26,20,0,1,0,0,0.073529412,1.46875,1.194444444,1.5,1.277777778,0.875,1.611111111
5ab816a20b3a2dd84a0c36dc,39,Kacper Woryna,Rybnik,1.320754717,63,7,53,9,12,12,20,0,0,0,0,0.169811321,1.384615385,1.259259259,1.5625,1.363636364,0.833333333,1.428571429
5ab816a20b3a2dd84a0c36dd,40,Marcin Nowak,Grudziądz,1.3125,50,13,48,3,14,13,18,2,0,0,1,0.0625,1.476190476,1.185185185,1.642857143,1.352941176,1.3,0.571428571
5ab816a20b3a2dd84a0c36de,41,Michael Jepsen Jensen,Gorzów,1.306451613,63,18,62,6,12,21,23,1,1,0,0,0.096774194,1.588235294,0.964285714,1.25,1.583333333,1.263157895,1.210526316
5ab816a20b3a2dd84a0c36df,42,Kacper Gomólski,Toruń,1.232142857,54,15,56,1,15,21,19,1,3,0,0,0.017857143,1.516129032,0.88,1.714285714,1.4,0.944444444,1.1875
5ab816a20b3a2dd84a0c36e0,43,Adrian Cyfer,Gorzów,1.075471698,43,14,53,1,9,22,21,1,1,0,0,0.018867925,1.357142857,0.76,1.333333333,1,1.071428571,1.0
5ab816a20b3a2dd84a0c36e1,44,Damian Baliński,Rybnik,1.06122449,43,9,49,4,7,17,21,1,3,0,0,0.081632653,1.2,0.916666667,1.333333333,1.428571429,0.8,0.857142857
5ab816a20b3a2dd84a0c36e2,46,Mikkel Michelsen,Tarnów,0.95,48,9,60,3,12,15,30,2,1,0,0,0.05,1.064516129,0.827586207,1.25,0.8125,1.0625,0.75
5ab816a20b3a2dd84a0c36e3,45,Bartosz Smektała,Leszno,1.0,39,7,46,5,6,12,23,1,2,0,0,0.108695652,1,1,1.846153846,1.0625,0,0.625
5ab816a20b3a2dd84a0c36e4,47,Piotr Świderski,Tarnów,0.92,37,9,50,3,7,14,26,2,1,0,0,0.06,1,0.846153846,0.9,0.7,0.8,1.2
5ab816a20b3a2dd84a0c36e5,48,Damian Dróżdż,Wrocław,0.785714286,38,6,56,5,5,13,33,1,3,0,0,0.089285714,1.166666667,0.346153846,1,0.75,0.8125,0.571428571
5ab816a20b3a2dd84a0c36e6,49,Robert Chmiel,Rybnik,0.763157895,24,5,38,1,6,9,22,1,1,0,0,0.026315789,0.7,0.833333333,1.3,1,0.625,0.25
5ab816a20b3a2dd84a0c36e7,51,Patryk Rolnicki,Tarnów,0.45,17,1,40,1,4,6,29,2,2,1,0,0.025,0.611111111,0.318181818,0.727272727,0.25,0.2,0.545454545
5ab816a20b3a2dd84a0c36e8,50,Arkadiusz Madej,Tarnów,0.486486486,17,1,37,3,2,4,28,0,1,0,1,0.081081081,0.7,0.235294118,0.375,0.555555556,0.7,0.3
5ab816a20b3a2dd84a0c36e9,52,Maksym Drabik,Wrocław,1.76,41,3,25,8,6,5,6,0,0,0,0,0.32,1.4,1.85,2.125,2,1.166666667,1.333333333
5ab816a20b3a2dd84a0c36ea,53,Rafał Szombierski,Rybnik,1.714285714,12,0,7,4,0,0,3,0,0,1,0,0.571428571,1.714285714,,3,1.5,0,3.0
5ab816a20b3a2dd84a0c36eb,55,Peter Ljung,Grudziądz,1.260869565,25,4,23,2,4,11,6,0,1,0,1,0.086956522,1.625,1.066666667,1.166666667,0.666666667,2,1.2
5ab816a20b3a2dd84a0c36ec,54,Jarosław Hampel,Zielona Góra,1.52173913,31,4,23,6,4,5,8,0,0,0,0,0.260869565,1.733333333,1.125,2.5,1.142857143,0.666666667,2.0
5ab816a20b3a2dd84a0c36ed,56,Krystian Rempała,Tarnów,1.166666667,18,3,18,3,2,5,8,0,0,0,1,0.166666667,1.444444444,0.888888889,1.375,1,1.5,0.5
5ab816a20b3a2dd84a0c36ee,57,Mateusz Rujner,Grudziądz,1.066666667,13,3,15,2,2,3,8,0,0,0,1,0.133333333,1.333333333,0,2.5,1.25,0,0.2
5ab816a20b3a2dd84a0c36ef,58,Dominik Kubera,Leszno,1.045454545,21,2,22,3,3,6,10,2,1,0,0,0.136363636,1.111111111,1,0.333333333,0.75,1.857142857,0.75
5ab816a20b3a2dd84a0c36f0,59,Daniel Kaczmarek,Leszno,1.0,18,2,20,3,4,1,12,1,0,0,0,0.15,1.384615385,0.285714286,1.6,2,0.5,0.5
5ab816a20b3a2dd84a0c36f1,60,Kamil Wieczorek,Rybnik,1.0,5,1,6,1,0,2,3,0,0,0,0,0.166666667,1,1,0.5,3,0,1.0
5ab816a20b3a2dd84a0c36f2,61,Rafał Karczmarz,Gorzów,1.0,2,1,3,0,1,0,2,0,0,0,1,0.0,1,,,0,3,0.0
5ab816a20b3a2dd84a0c36f3,63,Nick Morris,Wrocław,0.888888889,6,2,9,0,1,4,4,2,1,0,0,0.0,0,1.142857143,1.5,,0.5,0.333333333
5ab816a20b3a2dd84a0c36f4,62,Troy Batchelor,Rybnik,1.0,3,0,3,0,0,3,0,0,0,0,0,0.0,1,,1,,1,1.0
5ab816a20b3a2dd84a0c36f5,64,Alex Zgardziński,Zielona Góra,0.842105263,13,3,19,0,3,7,9,0,0,0,0,0.0,0.769230769,1,0.5,0.25,1.5,0.714285714
5ab816a20b3a2dd84a0c36f6,66,Adrian Gała,Wrocław,0.694444444,19,6,36,1,5,6,24,7,0,0,1,0.027777778,0.956521739,0.230769231,1.111111111,1.1,0.666666667,0.0
5ab816a20b3a2dd84a0c36f7,65,Norbert Krakowiak,Toruń,0.75,4,2,8,0,1,2,5,0,2,0,0,0.0,1,0,1,0,1.666666667,0.0
5ab816a20b3a2dd84a0c36f8,67,Artur Mroczka,Toruń,0.666666667,1,1,3,0,0,1,2,0,0,0,0,0.0,,0.666666667,0,,2,0.0
5ab816a20b3a2dd84a0c36f9,68,Sebastian Niedźwiedź,Zielona Góra,0.6,17,4,35,1,2,10,22,1,0,0,0,0.028571429,0.866666667,0.4,0.625,0.8,0.375,0.555555556
5ab816a20b3a2dd84a0c36fa,69,Mike Trzensiok,Grudziądz,0.458333333,11,0,24,2,0,5,17,2,0,0,0,0.083333333,0.555555556,0.4,0,0.333333333,0.333333333,0.777777778
5ab816a20b3a2dd84a0c36fb,70,Dawid Krzyżanowski,Toruń,0.333333333,2,1,9,0,0,2,7,0,0,0,0,0.0,0.333333333,0.333333333,0,0.666666667,1,0.0
5ab816a20b3a2dd84a0c36fc,71,Aleksandr Łoktajew,Zielona Góra,0.285714286,1,1,7,0,0,1,6,0,0,0,0,0.0,0.666666667,0,,0,0.666666667,0.0
5ab816a20b3a2dd84a0c36fd,72,Igor Kopeć-Sobczyński,Toruń,0.206896552,4,2,29,0,0,4,25,0,0,0,0,0.0,0.066666667,0.357142857,0,0,0.111111111,0.5
5ab816a20b3a2dd84a0c36fe,73,Justin Sedgmen,Zielona Góra,0.166666667,1,0,6,0,0,1,5,0,0,0,0,0.0,0.5,0,,,0.333333333,0.0
5ab816a20b3a2dd84a0c36ff,74,Marcin Kościelski,Toruń,0.0,0,0,2,0,0,0,2,0,0,0,0,0.0,,0,0,,,0.0
