_id,MSC,ZAWODNIK,KLUB,SREDNIA,PKT,BON,BIEGI,P3,P2,P1,P0,D,W,U,T,ZW,DOM,WYJAZD,TORA,TORB,TORC,TORD
5bb3dbdf4af873faeeeb053b,30,Dominik Kubera,Leszno,1.619,83,19,63,10,18,17,18,0,1,0,0,0.158730159,1.593,1.639,2,1.308,1.389,1.714
5bb3dbdf4af873faeeeb053c,31,Grzegorz Zengota,Zielona Góra,1.576,95,9,66,14,18,17,17,1,1,0,0,0.212121212,1.788,1.364,2.158,1.214,1.312,1.471
5bb3dbdf4af873faeeeb053d,32,Max Fricke,Wrocław,1.568,117,10,81,15,21,30,15,1,1,0,0,0.185185185,1.786,1.333,1.591,1.571,1.5,1.611
5bb3dbdf4af873faeeeb053e,33,Piotr Protasiewicz,Zielona Góra,1.556,89,9,63,11,19,18,15,1,1,1,0,0.174603175,1.794,1.276,1.733,1.533,1.222,1.8
5bb3dbdf4af873faeeeb053f,34,Daniel Kaczmarek,Toruń,1.543,66,5,46,14,7,10,15,1,0,0,0,0.304347826,1.667,1.409,2.294,1.786,0.625,0.286
5bb3dbdf4af873faeeeb0540,35,Krzysztof Buczkowski,Grudziądz,1.537,89,14,67,7,22,24,14,0,1,0,0,0.104477612,1.818,1.265,1.765,1.294,1.588,1.5
5bb3dbdf4af873faeeeb0541,36,Paweł Przedpełski,Toruń,1.478,57,11,46,2,18,15,11,0,1,0,0,0.043478261,1.55,1.423,1.333,1.5,1.75,1.333
5bb3dbdf4af873faeeeb0542,37,Brady Kurtz,Leszno,1.423,90,21,78,10,16,28,24,0,0,0,0,0.128205128,1.436,1.41,2.062,1.565,1.1,1.053
5bb3dbdf4af873faeeeb0543,38,Vaclav Milik,Wrocław,1.403,101,7,77,22,10,15,30,2,1,0,0,0.285714286,1.605,1.205,1.455,0.842,2.176,1.211
5bb3dbdf4af873faeeeb0544,39,Rafał Karczmarz,Gorzów,1.378,50,12,45,4,14,10,17,0,1,0,0,0.088888889,1.667,1.048,1.533,1.786,1.125,0.625
5bb3dbdf4af873faeeeb0545,40,Peter Kildemand,Tarnów,1.346,63,7,52,6,13,19,14,0,3,0,0,0.115384615,1.458,1.25,1.5,1.455,1.333,1.133
5bb3dbdf4af873faeeeb0546,41,Grzegorz Walasek,Gorzów,1.275,69,19,69,4,16,25,24,1,3,0,0,0.057971014,1.567,1.051,1.923,0.944,0.833,1.55
5bb3dbdf4af873faeeeb0547,42,Linus Sundstroem,Gorzów,1.2,37,11,40,1,9,16,14,0,2,0,0,0.025,1.115,1.357,1.308,1.333,0.909,1.3
5bb3dbdf4af873faeeeb0548,43,Michał Gruchalski,Częstochowa,1.185,71,6,65,9,13,18,25,3,2,1,1,0.138461538,1.452,0.941,1.75,1.273,0.692,0.5
5bb3dbdf4af873faeeeb0549,44,Jacob Thorssell,Zielona Góra,1.184,39,6,38,1,10,16,11,0,0,0,1,0.026315789,1.286,1.059,1.25,1.125,1.1,1.25
5bb3dbdf4af873faeeeb054a,45,Artur Mroczka,Tarnów,1.136,58,9,59,6,10,20,23,1,4,0,1,0.101694915,1.387,0.857,1.143,1,1.267,1.154
5bb3dbdf4af873faeeeb054b,46,Tobiasz Musielak,Częstochowa,1.109,54,17,64,1,11,29,23,0,3,0,0,0.015625,1.188,1.031,1.077,1,1.059,1.263
5bb3dbdf4af873faeeeb054c,47,Sebastian Niedźwiedź,Zielona Góra,1.0,28,3,31,4,5,6,16,0,1,1,0,0.129032258,0.778,1.308,0.625,2,0.6,1
5bb3dbdf4af873faeeeb054d,48,Patryk Rolnicki,Tarnów,0.9,42,3,50,4,6,18,22,3,0,1,0,0.08,1.136,0.714,1.118,1.353,0.111,0.286
5bb3dbdf4af873faeeeb054e,49,Igor Kopeć-Sobczyński,Toruń,0.853,22,7,34,0,7,8,19,0,0,0,0,0.0,1.133,0.632,0,0.714,1.154,0.818
5bb3dbdf4af873faeeeb054f,50,Kamil Wieczorek,Grudziądz,0.75,29,4,44,4,1,15,24,1,2,0,0,0.090909091,1,0.5,0.714,1.333,0.25,0.182
5bb3dbdf4af873faeeeb0550,51,Dawid Wawrzyniak,Grudziądz,0.441,15,0,34,1,3,6,24,3,0,1,0,0.029411765,0.55,0.286,0.375,0,0.25,0.818
5bb3dbdf4af873faeeeb0551,52,Gleb Chugunov,Wrocław,1.208,27,2,24,3,5,8,8,1,0,0,0,0.125,1.444,1.067,3,1,1.143,1.286
5bb3dbdf4af873faeeeb0552,53,Alex Zgardziński,Zielona Góra,1.154,27,3,26,4,4,7,11,0,0,0,0,0.153846154,1.308,1,1.833,1.1,1,0.667
5bb3dbdf4af873faeeeb0553,54,Wiktor Kułakow,Tarnów,1.133,16,1,15,2,3,4,6,0,0,0,0,0.133333333,1.167,1.111,0,0.25,1.75,1.5
5bb3dbdf4af873faeeeb0554,55,Kacper Gomólski,Zielona Góra,1.111,15,5,18,0,4,7,7,0,0,0,0,0.0,1.5,0.8,1.25,1.4,0.8,1
5bb3dbdf4af873faeeeb0555,56,Kai Huckenbeck,Grudziądz,1.0,23,4,27,3,2,10,12,0,0,0,0,0.111111111,0.857,1.154,1.2,1,0.75,1.167
5bb3dbdf4af873faeeeb0556,57,Krystian Pieszczek,Grudziądz,0.923,20,4,26,3,3,5,15,0,0,0,0,0.115384615,1.333,0.364,0.4,1.4,1,0.9
5bb3dbdf4af873faeeeb0557,58,Damian Pawliczak,Zielona Góra,0.875,7,0,8,0,2,3,3,0,0,0,0,0.0,1,0.8,1.667,1,0,0
5bb3dbdf4af873faeeeb0558,59,Szymon Szlauderbach,Leszno,0.833,4,1,6,0,1,2,3,0,0,0,0,0.0,0.833,,1,1,1,0
5bb3dbdf4af873faeeeb0559,60,Przemysław Liszka,Wrocław,0.684,10,3,19,1,1,5,12,0,1,0,0,0.052631579,0.818,0.5,0.25,0.5,0.714,1
5bb3dbdf4af873faeeeb055a,61,Andzejs Lebedevs,Wrocław,0.667,8,0,12,1,2,1,8,0,1,0,0,0.083333333,1.143,0,,1,0.6,0.5
5bb3dbdf4af873faeeeb055b,62,Patryk Wojdyło,Wrocław,0.636,16,5,33,0,4,8,21,1,2,0,1,0.0,0.938,0.353,0.5,1,0.875,0.364
5bb3dbdf4af873faeeeb055c,63,Mateusz Tonder,Zielona Góra,0.619,13,0,21,3,1,2,15,1,3,0,0,0.142857143,0.778,0.5,0.333,0.6,0.857,0.5
5bb3dbdf4af873faeeeb055d,64,Alan Szczotka,Gorzów,0.545,15,3,33,1,1,10,21,0,0,0,0,0.03030303,0.667,0.444,0.857,0.25,0.3,0.875
5bb3dbdf4af873faeeeb055e,65,Hubert Czerniawski,Gorzów,0.516,15,1,31,1,3,6,21,0,1,0,0,0.032258065,0.667,0.308,0.8,0.333,0.364,0.667
5bb3dbdf4af873faeeeb055f,66,Andreas Lyager,Częstochowa,0.5,5,0,10,0,1,3,6,0,0,0,0,0.0,0.25,0.667,0.5,0.333,0.25,2
5bb3dbdf4af873faeeeb0560,67,Dawid Knapik,Tarnów,0.4,3,1,10,0,0,3,7,1,0,0,0,0.0,0.5,0,2,0,0.25,0.25
5bb3dbdf4af873faeeeb0561,68,Bartosz Świącik,Częstochowa,0.387,9,3,31,0,1,7,23,3,0,0,3,0.0,0.429,0.3,0.5,0.2,0.364,0.455
5bb3dbdf4af873faeeeb0562,69,Damian Dróżdż,Wrocław,0.353,5,1,17,0,1,3,13,1,0,0,0,0.0,0.429,0,0.5,0,0.333,0.333
5bb3dbdf4af873faeeeb0563,70,Marcin Kościelski,Toruń,0.286,1,1,7,0,0,1,6,0,1,0,0,0.0,0.4,0,0,0,0,1
5bb3dbdf4af873faeeeb0564,71,Adrian Woźniak,Częstochowa,0.222,2,0,9,0,0,2,7,2,0,0,0,0.0,0.333,0.167,0.5,0,0.333,0
5bb3dbdf4af873faeeeb0565,72,Mateusz Świdnicki,Częstochowa,0.125,1,0,8,0,0,1,7,0,0,0,0,0.0,0,0.2,0,0,0,0.333
5bb3dbdf4af873faeeeb0566,73,Kacper Konieczny,Tarnów,0.08,2,0,25,0,0,2,23,1,1,0,1,0.0,0.083,0.077,0,0,0.222,0
5bb3dbdf4af873faeeeb0567,74,Damian Lotarski,Grudziądz,0.0,0,0,6,0,0,0,6,0,0,0,0,0.0,,0,0,,0,0
5bb3dbdf4af873faeeeb0568,75,Jaimon Lidsey,Leszno,0.0,0,0,1,0,0,0,1,0,0,0,0,0.0,0,,,0,,
