_id,MSC,ZAWODNIK,KLUB,SREDNIA,PKT,BON,BIEGI,P3,P2,P1,P0,D,W,U,T,ZW,DOM,WYJAZD,TORA,TORB,TORC,TORD,KLASYFIKOWANY?,mecze,SST,SDY,STARTPLUS,STARTMINUS,STARTBILANS,DYSTPLUS,DYSTMINUS,DYSTBILANS,D-W,%POJ
660dbf0cfd867465fcea7dba,45,Jonas Jeppesen,Landshut,1.26190476190476,48,5,42,5,7,19,11,2,1,0,0,0.119047619047619,1,1.39285714285714,1.58333333333333,1.14285714285714,0.857142857142857,1.55555555555556,1,8,#XL_EVAL_ERROR#,0,0,0,0,0,0,0,-0.392857142857143,0.30952380952381
660dbf0cfd867465fcea7dbb,46,Maksym Borowiak,Zielona Góra,1.23809523809524,43,9,42,6,8,9,19,0,0,2,0,0.142857142857143,1.4,1,1.33333333333333,0.428571428571429,1.53846153846154,1.3125,1,15,#XL_EVAL_ERROR#,0,0,0,0,0,0,0,0.4,0.416666666666667
660dbf0cfd867465fcea7dbc,47,Martin Smolinski,Landshut,1.19444444444444,38,5,36,4,7,12,13,0,0,0,0,0.111111111111111,1.41666666666667,0.75,1.42857142857143,1.2,1,1.18181818181818,1,8,#XL_EVAL_ERROR#,0,0,0,0,0,0,0,0.666666666666667,0.347222222222222
660dbf0cfd867465fcea7dbd,48,Miłosz Wysocki,Gdańsk,1.01851851851852,51,4,54,8,8,11,27,1,3,0,0,0.148148148148148,1.25925925925926,0.777777777777778,1.3125,1.13333333333333,0.75,0.727272727272727,1,16,#XL_EVAL_ERROR#,0,0,0,0,0,0,0,0.481481481481482,0.305555555555556
660dbf0cfd867465fcea7dbe,49,Paweł Trześniewski,Rybnik,0.909090909090909,35,5,44,4,8,7,25,2,3,0,1,0.0909090909090909,1.17391304347826,0.619047619047619,1.15384615384615,1,0.8,0.6,1,15,#XL_EVAL_ERROR#,0,0,0,0,0,0,0,0.554865424430642,0.284090909090909
660dbf0cfd867465fcea7dbf,50,Aleksander Grygolec,Łódź,0.789473684210526,27,3,38,5,5,2,26,1,4,2,0,0.131578947368421,1.14285714285714,0.352941176470588,0.6,0.4,0.75,1.27272727272727,1,14,#XL_EVAL_ERROR#,0,0,0,0,0,0,0,0.789915966386554,0.243243243243243
660dbf0cfd867465fcea7dc0,51,Olivier Buszkiewicz,Bydgoszcz,0.784313725490196,33,7,51,1,6,18,26,1,5,0,0,0.0196078431372549,0.916666666666667,0.666666666666667,0.642857142857143,1,1.09090909090909,0.5,1,17,#XL_EVAL_ERROR#,0,0,0,0,0,0,0,0.25,0.274509803921569
660dbf0cfd867465fcea7dc1,52,Kacper Teska,Poznań,0.604651162790698,22,4,43,0,6,10,27,1,1,0,1,0.0,0.571428571428571,0.636363636363636,0,0.769230769230769,0.461538461538462,0.909090909090909,1,14,#XL_EVAL_ERROR#,0,0,0,0,0,0,0,-0.064935064935065,0.162790697674419
660dbf0cfd867465fcea7dc2,53,Kacper Tkocz,Rybnik,0.5,31,2,66,1,4,20,41,2,4,2,1,0.0151515151515152,0.454545454545455,0.545454545454545,0.625,0.3125,0.3125,0.722222222222222,1,19,#XL_EVAL_ERROR#,0,0,0,0,0,0,0,-0.0909090909090909,0.115384615384615
660dbf0cfd867465fcea7dc3,54,Seweryn Orgacki,Gdańsk,0.306122448979592,14,1,49,0,1,12,36,3,3,1,0,0.0,0.416666666666667,0.2,0.166666666666667,0.357142857142857,0.25,0.384615384615385,1,16,#XL_EVAL_ERROR#,0,0,0,0,0,0,0,0.216666666666667,0.104166666666667
